question,intent
What compounds did the drivers run during the British GP?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
Who managed their tires best in the Monaco GP?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
What tire strategy did Aston Martin use?,tire_strategy
What tire strategy did Aston Martin use?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
Who managed their tires best in the Japanese GP?,tire_strategy
What tire strategy did Red Bull use?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
Who managed their tires best in the Spanish GP?,tire_strategy
What tire strategy did Mercedes use?,tire_strategy
What compounds did the drivers run during the Spanish GP?,tire_strategy
What compounds did the drivers run during the Monaco GP?,tire_strategy
What tire strategy did Mercedes use?,tire_strategy
Who managed their tires best in the Spanish GP?,tire_strategy
What tire strategy did Aston Martin use?,tire_strategy
What compounds did the drivers run during the Monaco GP?,tire_strategy
What tire strategy did Ferrari use?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
What compounds did the drivers run during the Spanish GP?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
Who managed their tires best in the British GP?,tire_strategy
What tire strategy did Mercedes use?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
What tire strategy did Aston Martin use?,tire_strategy
What compounds did the drivers run during the Monaco GP?,tire_strategy
Who managed their tires best in the Japanese GP?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
What tire strategy did Ferrari use?,tire_strategy
What tire strategy did Red Bull use?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
What tire strategy did Red Bull use?,tire_strategy
What compounds did the drivers run during the Spanish GP?,tire_strategy
What tire strategy did Aston Martin use?,tire_strategy
What compounds did the drivers run during the British GP?,tire_strategy
What tire strategy did Red Bull use?,tire_strategy
What tire strategy did Aston Martin use?,tire_strategy
Who managed their tires best in the Spanish GP?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
What compounds did the drivers run during the Monaco GP?,tire_strategy
What compounds did the drivers run during the British GP?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
What tire strategy did Ferrari use?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
What tire strategy did Red Bull use?,tire_strategy
Who managed their tires best in the Monaco GP?,tire_strategy
What tire strategy did Red Bull use?,tire_strategy
What compounds did the drivers run during the Japanese GP?,tire_strategy
What tire strategy did Ferrari use?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
What tire strategy did Ferrari use?,tire_strategy
What compounds did the drivers run during the Spanish GP?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
Who managed their tires best in the Canadian GP?,tire_strategy
What compounds did the drivers run during the Canadian GP?,tire_strategy
What compounds did the drivers run during the Japanese GP?,tire_strategy
Who managed their tires best in the Canadian GP?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
Who managed their tires best in the Canadian GP?,tire_strategy
Who managed their tires best in the Monaco GP?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
What compounds did the drivers run during the Monaco GP?,tire_strategy
Who managed their tires best in the Spanish GP?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
What compounds did the drivers run during the British GP?,tire_strategy
What compounds did the drivers run during the Monaco GP?,tire_strategy
Who managed their tires best in the Canadian GP?,tire_strategy
Who managed their tires best in the British GP?,tire_strategy
What tire strategy did Aston Martin use?,tire_strategy
What tire strategy did Red Bull use?,tire_strategy
Who managed their tires best in the Canadian GP?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
Who managed their tires best in the Monaco GP?,tire_strategy
Who managed their tires best in the Spanish GP?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
What compounds did the drivers run during the Australian GP?,tire_strategy
Who managed their tires best in the British GP?,tire_strategy
What compounds did the drivers run during the Japanese GP?,tire_strategy
Who managed their tires best in the Australian GP?,tire_strategy
What compounds did the drivers run during the Canadian GP?,tire_strategy
What compounds did the drivers run during the Monaco GP?,tire_strategy
What tire strategy did McLaren use?,tire_strategy
What compounds did the drivers run during the Spanish GP?,tire_strategy
What compounds did the drivers run during the Canadian GP?,tire_strategy
What tire strategy did Ferrari use?,tire_strategy
Who managed their tires best in the Japanese GP?,tire_strategy
What compounds did the drivers run during the Spanish GP?,tire_strategy
What was the fastest pit stop in the Monaco GP?,pit_stops
What was the fastest pit stop in the Japanese GP?,pit_stops
How many pit stops did Verstappen make?,pit_stops
How many pit stops did Hamilton make?,pit_stops
How many pit stops did Verstappen make?,pit_stops
How many pit stops did Russell make?,pit_stops
How many pit stops did Leclerc make?,pit_stops
How many pit stops did Russell make?,pit_stops
How many pit stops did Sainz make?,pit_stops
How long were pit stops on average in Australian GP?,pit_stops
How many pit stops did Norris make?,pit_stops
How many pit stops did Verstappen make?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
What was the fastest pit stop in the Australian GP?,pit_stops
How many pit stops did Hamilton make?,pit_stops
How many pit stops did Leclerc make?,pit_stops
How many pit stops did Hamilton make?,pit_stops
How long were pit stops on average in Japanese GP?,pit_stops
How long were pit stops on average in Monaco GP?,pit_stops
How long were pit stops on average in Monaco GP?,pit_stops
What was the fastest pit stop in the British GP?,pit_stops
What was the fastest pit stop in the Canadian GP?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
How long were pit stops on average in Japanese GP?,pit_stops
How many pit stops did Hamilton make?,pit_stops
How many pit stops did Verstappen make?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
How long were pit stops on average in British GP?,pit_stops
How many pit stops did Russell make?,pit_stops
How many pit stops did Leclerc make?,pit_stops
What was the fastest pit stop in the Monaco GP?,pit_stops
How long were pit stops on average in Australian GP?,pit_stops
How many pit stops did Norris make?,pit_stops
How long were pit stops on average in British GP?,pit_stops
How many pit stops did Russell make?,pit_stops
What was the fastest pit stop in the Canadian GP?,pit_stops
What was the fastest pit stop in the Japanese GP?,pit_stops
How many pit stops did Russell make?,pit_stops
How long were pit stops on average in Monaco GP?,pit_stops
How many pit stops did Sainz make?,pit_stops
How long were pit stops on average in Japanese GP?,pit_stops
What was the fastest pit stop in the British GP?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
What was the fastest pit stop in the Monaco GP?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
How many pit stops did Sainz make?,pit_stops
What was the fastest pit stop in the Canadian GP?,pit_stops
How long were pit stops on average in Canadian GP?,pit_stops
How long were pit stops on average in Canadian GP?,pit_stops
How long were pit stops on average in Australian GP?,pit_stops
How many pit stops did Leclerc make?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
How long were pit stops on average in Monaco GP?,pit_stops
How many pit stops did Leclerc make?,pit_stops
What was the fastest pit stop in the Monaco GP?,pit_stops
What was the fastest pit stop in the Japanese GP?,pit_stops
How long were pit stops on average in British GP?,pit_stops
How many pit stops did Sainz make?,pit_stops
What was the fastest pit stop in the Australian GP?,pit_stops
How long were pit stops on average in British GP?,pit_stops
How long were pit stops on average in Australian GP?,pit_stops
What was the fastest pit stop in the Canadian GP?,pit_stops
What was the fastest pit stop in the Canadian GP?,pit_stops
What was the fastest pit stop in the Monaco GP?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
How long were pit stops on average in Canadian GP?,pit_stops
How long were pit stops on average in British GP?,pit_stops
How many pit stops did Norris make?,pit_stops
What was the fastest pit stop in the Australian GP?,pit_stops
What was the fastest pit stop in the British GP?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
What was the fastest pit stop in the Monaco GP?,pit_stops
How many pit stops did Hamilton make?,pit_stops
How long were pit stops on average in Canadian GP?,pit_stops
How many pit stops did Russell make?,pit_stops
How long were pit stops on average in Australian GP?,pit_stops
What was the fastest pit stop in the Japanese GP?,pit_stops
How many pit stops did Norris make?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
What was the fastest pit stop in the Japanese GP?,pit_stops
What was the fastest pit stop in the Spanish GP?,pit_stops
How long were pit stops on average in Australian GP?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
How many pit stops did Norris make?,pit_stops
What was the fastest pit stop in the Canadian GP?,pit_stops
What was the fastest pit stop in the Japanese GP?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
How long were pit stops on average in Japanese GP?,pit_stops
How many pit stops did Russell make?,pit_stops
How many pit stops did Norris make?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
How many pit stops did Hamilton make?,pit_stops
How long were pit stops on average in Japanese GP?,pit_stops
How long were pit stops on average in Monaco GP?,pit_stops
How long were pit stops on average in Spanish GP?,pit_stops
How many pit stops did Verstappen make?,pit_stops
How many pit stops did Russell make?,pit_stops
What were the lap times like during the British GP?,lap_times
What were the lap times like during the British GP?,lap_times
What were the lap times like during the British GP?,lap_times
What were the lap times like during the Japanese GP?,lap_times
Compare Verstappen and Leclerc's lap times in Australian GP.,lap_times
What were the lap times like during the British GP?,lap_times
What were the lap times like during the Australian GP?,lap_times
What were the lap times like during the Australian GP?,lap_times
Who was most consistent with lap times in the British GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Who was most consistent with lap times in the Spanish GP?,lap_times
What were the lap times like during the British GP?,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
Who was most consistent with lap times in the British GP?,lap_times
Compare Leclerc and Verstappen's lap times in Japanese GP.,lap_times
Compare Norris and Verstappen's lap times in Monaco GP.,lap_times
What were the lap times like during the Spanish GP?,lap_times
What were the lap times like during the Monaco GP?,lap_times
Compare Verstappen and Russell's lap times in Canadian GP.,lap_times
What were the lap times like during the Canadian GP?,lap_times
What were the lap times like during the British GP?,lap_times
Compare Hamilton and Leclerc's lap times in Spanish GP.,lap_times
Compare Leclerc and Sainz's lap times in Monaco GP.,lap_times
Who was most consistent with lap times in the British GP?,lap_times
Who was most consistent with lap times in the Spanish GP?,lap_times
Compare Norris and Hamilton's lap times in Monaco GP.,lap_times
What were the lap times like during the Japanese GP?,lap_times
Compare Leclerc and Norris's lap times in Japanese GP.,lap_times
Who was most consistent with lap times in the Spanish GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Compare Norris and Russell's lap times in Canadian GP.,lap_times
What were the lap times like during the Monaco GP?,lap_times
What were the lap times like during the Canadian GP?,lap_times
Who was most consistent with lap times in the Japanese GP?,lap_times
Compare Hamilton and Sainz's lap times in Canadian GP.,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
What were the lap times like during the Spanish GP?,lap_times
Compare Norris and Sainz's lap times in British GP.,lap_times
What were the lap times like during the Spanish GP?,lap_times
What were the lap times like during the Spanish GP?,lap_times
What were the lap times like during the Spanish GP?,lap_times
What were the lap times like during the Japanese GP?,lap_times
Who was most consistent with lap times in the Spanish GP?,lap_times
Compare Russell and Sainz's lap times in Spanish GP.,lap_times
Who was most consistent with lap times in the British GP?,lap_times
What were the lap times like during the Australian GP?,lap_times
Compare Sainz and Leclerc's lap times in Japanese GP.,lap_times
What were the lap times like during the Australian GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Compare Sainz and Norris's lap times in Spanish GP.,lap_times
Who was most consistent with lap times in the Spanish GP?,lap_times
Compare Russell and Norris's lap times in Canadian GP.,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Compare Russell and Verstappen's lap times in British GP.,lap_times
Who was most consistent with lap times in the Japanese GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
What were the lap times like during the Japanese GP?,lap_times
Compare Sainz and Leclerc's lap times in Japanese GP.,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
What were the lap times like during the Monaco GP?,lap_times
What were the lap times like during the British GP?,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
Who was most consistent with lap times in the Japanese GP?,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
Who was most consistent with lap times in the Australian GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Who was most consistent with lap times in the Japanese GP?,lap_times
Who was most consistent with lap times in the Australian GP?,lap_times
What were the lap times like during the Canadian GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Compare Hamilton and Leclerc's lap times in Monaco GP.,lap_times
What were the lap times like during the Japanese GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
Compare Russell and Hamilton's lap times in British GP.,lap_times
What were the lap times like during the Australian GP?,lap_times
What were the lap times like during the Canadian GP?,lap_times
Compare Russell and Sainz's lap times in British GP.,lap_times
Compare Norris and Leclerc's lap times in British GP.,lap_times
What were the lap times like during the Spanish GP?,lap_times
Compare Russell and Leclerc's lap times in British GP.,lap_times
What were the lap times like during the Spanish GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Who was most consistent with lap times in the Australian GP?,lap_times
Who was most consistent with lap times in the Australian GP?,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
What were the lap times like during the Monaco GP?,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
What were the lap times like during the Japanese GP?,lap_times
What were the lap times like during the British GP?,lap_times
What were the lap times like during the British GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Compare Leclerc and Norris's lap times in Monaco GP.,lap_times
Who was most consistent with lap times in the Monaco GP?,lap_times
What were the lap times like during the Monaco GP?,lap_times
Who was most consistent with lap times in the Japanese GP?,lap_times
Compare Hamilton and Leclerc's lap times in Canadian GP.,lap_times
Compare Russell and Leclerc's lap times in Monaco GP.,lap_times
What were the lap times like during the British GP?,lap_times
Who was most consistent with lap times in the Canadian GP?,lap_times
Was the Canadian GP held in wet or dry conditions?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Canadian GP?,weather_conditions
What was the weather like at the Japanese GP?,weather_conditions
Was the Canadian GP held in wet or dry conditions?,weather_conditions
Was the Australian GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Spanish GP?,weather_conditions
Did it rain during the Monaco GP?,weather_conditions
What was the weather like at the Monaco GP?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Japanese GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
Did it rain during the Canadian GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
Was the British GP held in wet or dry conditions?,weather_conditions
Did it rain during the British GP?,weather_conditions
What was the weather like at the British GP?,weather_conditions
Did it rain during the Japanese GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
Did it rain during the Canadian GP?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
What was the weather like at the British GP?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
Did it rain during the Japanese GP?,weather_conditions
What was the weather like at the Monaco GP?,weather_conditions
What was the weather like at the Australian GP?,weather_conditions
What was the weather like at the Japanese GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
What was the weather like at the Spanish GP?,weather_conditions
What was the weather like at the Australian GP?,weather_conditions
Did it rain during the Spanish GP?,weather_conditions
What was the weather like at the Japanese GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
Was the Japanese GP held in wet or dry conditions?,weather_conditions
Was the Canadian GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Monaco GP?,weather_conditions
Was the Canadian GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Spanish GP?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Canadian GP?,weather_conditions
Did it rain during the Spanish GP?,weather_conditions
What was the weather like at the Spanish GP?,weather_conditions
Was the Monaco GP held in wet or dry conditions?,weather_conditions
Was the Monaco GP held in wet or dry conditions?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
Was the British GP held in wet or dry conditions?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
Was the British GP held in wet or dry conditions?,weather_conditions
Did it rain during the Canadian GP?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
Did it rain during the Canadian GP?,weather_conditions
Did it rain during the Japanese GP?,weather_conditions
What was the weather like at the Australian GP?,weather_conditions
What was the weather like at the Canadian GP?,weather_conditions
What was the weather like at the British GP?,weather_conditions
Did it rain during the Spanish GP?,weather_conditions
Was the Japanese GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Canadian GP?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
Was the Canadian GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Canadian GP?,weather_conditions
What was the weather like at the Australian GP?,weather_conditions
Did it rain during the Spanish GP?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
Did it rain during the Canadian GP?,weather_conditions
What was the weather like at the Spanish GP?,weather_conditions
Was the Japanese GP held in wet or dry conditions?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
Did it rain during the Japanese GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
Did it rain during the Spanish GP?,weather_conditions
Was the Australian GP held in wet or dry conditions?,weather_conditions
What was the weather like at the Japanese GP?,weather_conditions
Was the Canadian GP held in wet or dry conditions?,weather_conditions
Did it rain during the Monaco GP?,weather_conditions
Did it rain during the Spanish GP?,weather_conditions
What was the weather like at the Monaco GP?,weather_conditions
Did it rain during the Japanese GP?,weather_conditions
Did it rain during the Monaco GP?,weather_conditions
What was the weather like at the Monaco GP?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
Did it rain during the Monaco GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
Was the Monaco GP held in wet or dry conditions?,weather_conditions
Did it rain during the British GP?,weather_conditions
Did it rain during the Spanish GP?,weather_conditions
Was the Spanish GP held in wet or dry conditions?,weather_conditions
Was the Monaco GP held in wet or dry conditions?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
What was the weather like at the British GP?,weather_conditions
What was the weather like at the Australian GP?,weather_conditions
What was the weather like at the Australian GP?,weather_conditions
What was the weather like at the Canadian GP?,weather_conditions
Did it rain during the Australian GP?,weather_conditions
What was the weather like at the Spanish GP?,weather_conditions
Did it rain during the British GP?,weather_conditions
Did it rain during the Monaco GP?,weather_conditions
Did it rain during the Monaco GP?,weather_conditions
Did it rain during the Canadian GP?,weather_conditions
Who received penalties in the British GP?,race_control
Who received penalties in the Canadian GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
How many DNFs occurred in the Australian GP?,race_control
Who received penalties in the Canadian GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
Who received penalties in the Spanish GP?,race_control
How many DNFs occurred in the Japanese GP?,race_control
How many DNFs occurred in the Japanese GP?,race_control
How many DNFs occurred in the British GP?,race_control
Who received penalties in the Canadian GP?,race_control
How many DNFs occurred in the British GP?,race_control
Were there any safety cars in the Canadian GP?,race_control
Who received penalties in the Spanish GP?,race_control
Were there any safety cars in the British GP?,race_control
Who received penalties in the Monaco GP?,race_control
Were there any safety cars in the Canadian GP?,race_control
Were there any safety cars in the Australian GP?,race_control
Were there any safety cars in the Australian GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
How many DNFs occurred in the Canadian GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
Who received penalties in the British GP?,race_control
Who received penalties in the British GP?,race_control
Were there any safety cars in the Spanish GP?,race_control
Who received penalties in the Japanese GP?,race_control
How many DNFs occurred in the Monaco GP?,race_control
How many DNFs occurred in the British GP?,race_control
Were there any safety cars in the British GP?,race_control
Were there any safety cars in the Spanish GP?,race_control
Were there any safety cars in the Canadian GP?,race_control
Were there any safety cars in the Japanese GP?,race_control
Who received penalties in the Japanese GP?,race_control
Who received penalties in the Canadian GP?,race_control
Were there any safety cars in the Australian GP?,race_control
Were there any safety cars in the Spanish GP?,race_control
Were there any safety cars in the Monaco GP?,race_control
Were there any safety cars in the British GP?,race_control
Were there any safety cars in the British GP?,race_control
Were there any safety cars in the Monaco GP?,race_control
How many DNFs occurred in the Monaco GP?,race_control
Who received penalties in the Monaco GP?,race_control
Were there any safety cars in the Australian GP?,race_control
Who received penalties in the Japanese GP?,race_control
How many DNFs occurred in the Japanese GP?,race_control
Who received penalties in the Spanish GP?,race_control
How many DNFs occurred in the Canadian GP?,race_control
Were there any safety cars in the Monaco GP?,race_control
Who received penalties in the British GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
Who received penalties in the Australian GP?,race_control
Who received penalties in the Japanese GP?,race_control
How many DNFs occurred in the Canadian GP?,race_control
How many DNFs occurred in the Japanese GP?,race_control
Who received penalties in the Monaco GP?,race_control
Were there any safety cars in the British GP?,race_control
Were there any safety cars in the Japanese GP?,race_control
Who received penalties in the Spanish GP?,race_control
How many DNFs occurred in the Monaco GP?,race_control
Who received penalties in the British GP?,race_control
Were there any safety cars in the Australian GP?,race_control
Were there any safety cars in the Canadian GP?,race_control
Who received penalties in the Japanese GP?,race_control
Were there any safety cars in the Japanese GP?,race_control
Who received penalties in the British GP?,race_control
Who received penalties in the British GP?,race_control
Were there any safety cars in the Japanese GP?,race_control
How many DNFs occurred in the Australian GP?,race_control
How many DNFs occurred in the Japanese GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
Who received penalties in the Australian GP?,race_control
Who received penalties in the British GP?,race_control
Who received penalties in the Australian GP?,race_control
Who received penalties in the British GP?,race_control
Who received penalties in the Japanese GP?,race_control
Were there any safety cars in the Australian GP?,race_control
Were there any safety cars in the British GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
Were there any safety cars in the Spanish GP?,race_control
How many DNFs occurred in the Canadian GP?,race_control
Who received penalties in the Japanese GP?,race_control
Who received penalties in the Canadian GP?,race_control
How many DNFs occurred in the Australian GP?,race_control
How many DNFs occurred in the Canadian GP?,race_control
Were there any safety cars in the Canadian GP?,race_control
How many DNFs occurred in the British GP?,race_control
Who received penalties in the Japanese GP?,race_control
Were there any safety cars in the British GP?,race_control
Who received penalties in the Australian GP?,race_control
Were there any safety cars in the Monaco GP?,race_control
Who received penalties in the Monaco GP?,race_control
Were there any safety cars in the British GP?,race_control
Who received penalties in the British GP?,race_control
Were there any safety cars in the British GP?,race_control
Were there any safety cars in the Canadian GP?,race_control
Were there any safety cars in the Spanish GP?,race_control
How many DNFs occurred in the Australian GP?,race_control
Who received penalties in the Canadian GP?,race_control
Who received penalties in the Japanese GP?,race_control
How many DNFs occurred in the Spanish GP?,race_control
When is the next Grand Prix?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Japanese GP?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
What time does qualifying start for the Canadian GP?,meeting_schedule
When is the Japanese GP?,meeting_schedule
What time does qualifying start for the Monaco GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
When is the British GP?,meeting_schedule
What time does qualifying start for the Monaco GP?,meeting_schedule
When is the British GP?,meeting_schedule
What time does qualifying start for the British GP?,meeting_schedule
What time does qualifying start for the Japanese GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Spanish GP?,meeting_schedule
When is the Japanese GP?,meeting_schedule
When is the Spanish GP?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Japanese GP?,meeting_schedule
What time does qualifying start for the British GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
What time does qualifying start for the British GP?,meeting_schedule
When is the Monaco GP?,meeting_schedule
What time does qualifying start for the British GP?,meeting_schedule
When is the Canadian GP?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
What time does qualifying start for the British GP?,meeting_schedule
When is the Monaco GP?,meeting_schedule
When is the Spanish GP?,meeting_schedule
What time does qualifying start for the Canadian GP?,meeting_schedule
What time does qualifying start for the Spanish GP?,meeting_schedule
What time does qualifying start for the Japanese GP?,meeting_schedule
When is the Japanese GP?,meeting_schedule
When is the Monaco GP?,meeting_schedule
What time does qualifying start for the Canadian GP?,meeting_schedule
When is the Spanish GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the British GP?,meeting_schedule
When is the British GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Canadian GP?,meeting_schedule
When is the British GP?,meeting_schedule
When is the Canadian GP?,meeting_schedule
What time does qualifying start for the Monaco GP?,meeting_schedule
When is the Monaco GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Spanish GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Japanese GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Canadian GP?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
When is the Monaco GP?,meeting_schedule
When is the Japanese GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Japanese GP?,meeting_schedule
When is the British GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Spanish GP?,meeting_schedule
What time does qualifying start for the Spanish GP?,meeting_schedule
What time does qualifying start for the Spanish GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Monaco GP?,meeting_schedule
What time does qualifying start for the Japanese GP?,meeting_schedule
What time does qualifying start for the Japanese GP?,meeting_schedule
What time does qualifying start for the Monaco GP?,meeting_schedule
When is the Spanish GP?,meeting_schedule
What time does qualifying start for the Spanish GP?,meeting_schedule
When is the Japanese GP?,meeting_schedule
When is the British GP?,meeting_schedule
When is the Monaco GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Japanese GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
What time does qualifying start for the Monaco GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
When is the Canadian GP?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
When is the Canadian GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
What time does qualifying start for the British GP?,meeting_schedule
When is the Canadian GP?,meeting_schedule
What time does qualifying start for the Monaco GP?,meeting_schedule
What time does qualifying start for the British GP?,meeting_schedule
What time does qualifying start for the Australian GP?,meeting_schedule
When is the Spanish GP?,meeting_schedule
What time does qualifying start for the Spanish GP?,meeting_schedule
When is the next Grand Prix?,meeting_schedule
How did the weather affect tire strategy in the Japanese GP?,multi_table_query
How did the weather affect tire strategy in the British GP?,multi_table_query
Compare team performance and tire strategies in the Canadian GP.,multi_table_query
How did the weather affect tire strategy in the Japanese GP?,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
Compare team performance and tire strategies in the Canadian GP.,multi_table_query
Show me qualifying and race results for Norris.,multi_table_query
Show me qualifying and race results for Norris.,multi_table_query
How did the weather affect tire strategy in the Spanish GP?,multi_table_query
Compare team performance and tire strategies in the Japanese GP.,multi_table_query
Show me qualifying and race results for Sainz.,multi_table_query
Compare team performance and tire strategies in the British GP.,multi_table_query
Show me qualifying and race results for Verstappen.,multi_table_query
